Product_Category,Price,Quantity,Payment_Method,Delivery_Time_Days,Customer_Rating,Discount_Applied,gender,age_category,size,Purchase
Μπλούζα,59.36,1,Αντικαταβολή,5,4,38,Men,Children,M,1
Αξεσουάρ,45.72,1,PayPal,4,3,13,Neutral,Youth,M,1
Μπουφάν,76.91,0,Αντικαταβολή,7,3,17,Women,Youth,L,0
Παντελόνι,37.03,4,PayPal,7,3,20,Men,Adult,XL,1
Μπλούζα,87.23,3,PayPal,4,1,22,Men,Youth,L,1
Αξεσουάρ,55.52,2,Κάρτα,4,5,3,Neutral,Youth,S,1
Παντελόνι,75.43,5,Κάρτα,7,5,9,Women,Children,S,1
Παπούτσια,52.31,4,PayPal,5,3,42,Women,Children,XL,1
Αξεσουάρ,34.39,3,Αντικαταβολή,5,2,10,Neutral,Adult,M,1
Φόρεμα,44.73,3,PayPal,2,3,19,Neutral,Children,M,1
Παντελόνι,22.26,2,Κάρτα,5,3,18,Men,Children,M,1
Μπλούζα,47.77,1,Αντικαταβολή,3,4,0,Men,Adult,L,1
Παπούτσια,53.44,4,PayPal,6,3,30,Neutral,Youth,L,1
Μπουφάν,50.91,3,PayPal,5,3,1,Women,Adult,XL,1
Παπούτσια,76.6,2,PayPal,4,5,40,Men,Children,S,1
Αξεσουάρ,47.02,5,PayPal,5,3,48,Men,Adult,M,1
Φόρεμα,12.12,3,Κάρτα,2,5,4,Women,Youth,S,1
Παπούτσια,120.88,1,Κάρτα,8,4,33,Men,Adult,L,1
Μπουφάν,36.19,1,Κάρτα,6,3,3,Women,Children,L,1
Μπλούζα,69.37,3,Κάρτα,6,5,26,Women,Children,L,1
Παντελόνι,19.92,0,Αντικαταβολή,4,4,38,Women,Adult,S,0
Φόρεμα,54.9,4,Αντικαταβολή,6,1,48,Neutral,Youth,XL,1
Μπουφάν,34.11,1,Αντικαταβολή,3,2,2,Neutral,Adult,XL,1
Αξεσουάρ,-6.45,1,PayPal,6,5,25,Neutral,Youth,L,1
Αξεσουάρ,44.34,2,Αντικαταβολή,7,4,40,Women,Youth,M,1
Αξεσουάρ,49.0,3,Κάρτα,4,4,0,Women,Adult,S,1
Φόρεμα,45.62,2,Κάρτα,6,2,15,Neutral,Youth,L,1
Παπούτσια,54.86,2,PayPal,5,3,34,Men,Children,S,1
Φόρεμα,44.61,2,Αντικαταβολή,2,5,18,Women,Adult,S,1
Αξεσουάρ,51.38,1,PayPal,7,5,15,Men,Youth,XL,1
Μπουφάν,53.4,1,PayPal,7,4,32,Men,Children,L,1
Παντελόνι,49.3,3,Αντικαταβολή,5,3,30,Women,Adult,XL,1
Παντελόνι,46.58,0,PayPal,8,5,21,Women,Children,L,0
Φόρεμα,32.13,2,Αντικαταβολή,7,4,43,Men,Children,S,1
Αξεσουάρ,61.89,3,Αντικαταβολή,3,5,19,Men,Children,XL,1
Μπλούζα,44.34,4,PayPal,3,1,5,Neutral,Youth,S,1
Φόρεμα,42.72,5,Κάρτα,2,4,34,Neutral,Adult,L,1
Αξεσουάρ,60.25,0,Αντικαταβολή,2,5,38,Women,Adult,M,0
Παπούτσια,54.24,2,Κάρτα,2,3,2,Neutral,Youth,XL,1
Παντελόνι,36.04,2,Κάρτα,2,5,31,Neutral,Adult,XL,1
Παντελόνι,75.01,1,Αντικαταβολή,6,5,12,Neutral,Children,S,1
Παντελόνι,26.22,0,Κάρτα,9,3,47,Neutral,Adult,S,0
Μπλούζα,29.37,1,PayPal,7,5,13,Men,Youth,M,1
Αξεσουάρ,63.37,3,PayPal,5,2,40,Women,Children,XL,1
Αξεσουάρ,85.02,1,Κάρτα,3,5,7,Neutral,Youth,L,1
Αξεσουάρ,38.45,2,PayPal,6,5,46,Men,Children,L,1
Αξεσουάρ,58.26,0,Αντικαταβολή,2,5,18,Men,Children,XL,0
Μπλούζα,26.15,2,Αντικαταβολή,4,5,44,Men,Adult,XL,1
Μπουφάν,31.42,4,Κάρτα,4,4,13,Neutral,Children,XL,1
Φόρεμα,72.64,1,PayPal,5,5,10,Neutral,Youth,M,1
Φόρεμα,57.32,2,Κάρτα,3,5,49,Women,Adult,L,1
Αξεσουάρ,73.26,2,PayPal,9,1,34,Neutral,Youth,L,1
Παπούτσια,71.73,1,Αντικαταβολή,8,2,35,Neutral,Children,S,1
Παντελόνι,8.21,4,PayPal,3,4,2,Men,Youth,S,1
Μπλούζα,26.08,1,PayPal,5,1,24,Women,Youth,XL,1
Παπούτσια,55.49,1,Κάρτα,8,5,12,Neutral,Children,S,1
Παπούτσια,16.06,1,Αντικαταβολή,2,4,15,Neutral,Adult,M,1
Αξεσουάρ,28.91,3,PayPal,9,3,27,Men,Youth,L,1
Μπλούζα,78.54,3,Αντικαταβολή,2,4,44,Men,Children,L,1
Φόρεμα,39.17,3,PayPal,9,5,26,Neutral,Adult,S,1
Παντελόνι,64.21,4,Αντικαταβολή,7,5,9,Women,Adult,XL,1
Φόρεμα,49.44,2,PayPal,3,2,17,Women,Adult,S,1
Παπούτσια,36.4,3,Αντικαταβολή,3,5,7,Men,Youth,XL,1
Παντελόνι,16.72,0,PayPal,3,4,6,Men,Youth,M,0
Μπουφάν,54.67,2,Αντικαταβολή,8,4,48,Neutral,Youth,L,1
Παπούτσια,79.09,1,PayPal,2,5,21,Men,Adult,M,1
Φόρεμα,36.97,1,PayPal,4,3,37,Neutral,Youth,L,1
Φόρεμα,51.37,0,Αντικαταβολή,5,4,46,Women,Children,M,0
Αξεσουάρ,19.6,1,Κάρτα,5,3,8,Women,Youth,S,1
Φόρεμα,36.56,2,PayPal,6,2,41,Neutral,Youth,M,1
Μπλούζα,56.82,4,PayPal,6,2,39,Men,Adult,M,1
Παπούτσια,64.87,5,Κάρτα,4,2,38,Women,Youth,S,1
Παντελόνι,61.12,1,PayPal,3,4,28,Men,Children,L,1
Φόρεμα,9.37,2,Αντικαταβολή,4,2,36,Women,Adult,L,1
Αξεσουάρ,40.86,2,Κάρτα,8,4,49,Neutral,Children,S,1
Αξεσουάρ,30.65,2,PayPal,9,4,47,Neutral,Adult,M,1
Φόρεμα,43.82,0,Αντικαταβολή,8,5,46,Neutral,Adult,M,0
Μπλούζα,47.78,3,Αντικαταβολή,6,4,41,Women,Youth,M,1
Αξεσουάρ,71.33,2,Κάρτα,7,5,28,Men,Children,XL,1
Παντελόνι,55.9,1,Κάρτα,9,1,27,Men,Adult,L,1
Παπούτσια,78.36,4,Κάρτα,6,5,20,Men,Youth,M,1
Μπουφάν,36.01,0,Αντικαταβολή,5,1,32,Women,Adult,L,0
Μπλούζα,21.66,4,PayPal,8,5,25,Women,Adult,M,1
Αξεσουάρ,79.1,4,Αντικαταβολή,4,4,37,Women,Adult,S,1
Παπούτσια,58.67,1,Αντικαταβολή,2,4,14,Women,Adult,S,1
Μπουφάν,35.13,1,Κάρτα,6,3,1,Women,Adult,L,1
Φόρεμα,58.76,1,PayPal,5,3,11,Men,Adult,L,1
Φόρεμα,66.71,4,Αντικαταβολή,3,5,32,Women,Youth,S,1
Παντελόνι,52.38,0,Κάρτα,9,5,14,Women,Adult,XL,0
Μπουφάν,35.42,2,Κάρτα,4,3,44,Men,Children,S,1
Φόρεμα,41.17,2,PayPal,6,5,0,Women,Youth,M,1
Φόρεμα,55.81,2,PayPal,2,2,32,Men,Children,XL,1
Αξεσουάρ,53.98,4,Κάρτα,9,5,3,Men,Adult,S,1
Παντελόνι,74.25,4,PayPal,6,5,27,Neutral,Children,XL,1
Παπούτσια,44.48,4,PayPal,2,2,13,Neutral,Adult,XL,1
Φόρεμα,30.72,2,Αντικαταβολή,4,4,48,Neutral,Adult,XL,1
Μπλούζα,101.54,4,PayPal,7,3,44,Neutral,Youth,L,1
Μπλούζα,53.49,3,Κάρτα,2,4,11,Women,Youth,S,1
Παπούτσια,66.69,2,PayPal,2,5,5,Neutral,Adult,L,1
Μπουφάν,60.44,4,Αντικαταβολή,5,5,19,Men,Youth,L,1
Παντελόνι,53.73,2,PayPal,7,5,47,Women,Children,M,1
Αξεσουάρ,45.45,2,Αντικαταβολή,4,3,20,Neutral,Youth,M,1
Μπλούζα,-6.08,1,PayPal,6,4,15,Men,Youth,XL,1
Μπλούζα,28.74,2,PayPal,7,4,11,Women,Children,XL,1
Παπούτσια,56.58,0,Κάρτα,3,5,19,Women,Youth,M,0
Μπουφάν,-4.38,2,Κάρτα,9,1,44,Neutral,Adult,M,1
Μπουφάν,51.43,1,PayPal,4,5,32,Women,Children,S,1
Παπούτσια,63.22,1,PayPal,7,4,49,Men,Adult,XL,1
Μπλούζα,66.67,3,Αντικαταβολή,4,4,1,Women,Children,XL,1
Παντελόνι,61.96,3,Αντικαταβολή,3,4,33,Men,Adult,M,1
Μπλούζα,69.17,2,Κάρτα,6,5,25,Women,Adult,S,1
Μπουφάν,82.11,3,PayPal,8,4,32,Neutral,Youth,M,1
Αξεσουάρ,71.92,2,PayPal,5,5,41,Men,Adult,M,1
Μπλούζα,53.94,2,Αντικαταβολή,7,4,29,Women,Youth,L,1
Παντελόνι,47.31,1,PayPal,6,4,0,Women,Children,XL,1
Φόρεμα,52.29,2,PayPal,3,2,45,Women,Adult,S,1
Μπλούζα,44.49,0,PayPal,6,5,7,Men,Adult,L,0
Παπούτσια,72.35,1,Αντικαταβολή,4,3,0,Men,Children,XL,1
Φόρεμα,61.44,2,Αντικαταβολή,5,5,45,Men,Children,M,1
Παπούτσια,42.38,1,Αντικαταβολή,2,4,9,Neutral,Adult,S,1
Παπούτσια,76.48,1,PayPal,7,4,31,Neutral,Children,XL,1
Παπούτσια,44.16,3,Αντικαταβολή,6,4,39,Men,Youth,M,1
Μπλούζα,31.08,3,Κάρτα,2,4,1,Women,Children,L,1
Μπουφάν,49.79,3,Κάρτα,5,5,30,Neutral,Children,S,1
Φόρεμα,33.52,2,Αντικαταβολή,8,5,3,Men,Adult,XL,1
Παντελόνι,68.72,4,Αντικαταβολή,2,3,11,Women,Youth,L,1
Μπουφάν,33.09,2,PayPal,6,5,30,Neutral,Children,M,1
Μπλούζα,47.69,2,Αντικαταβολή,3,4,40,Women,Youth,M,1
Παπούτσια,68.79,1,Αντικαταβολή,7,5,22,Women,Youth,XL,1
Παντελόνι,35.76,1,Κάρτα,4,3,32,Women,Youth,M,1
Φόρεμα,58.22,1,Κάρτα,8,1,7,Women,Adult,S,1
Μπουφάν,30.53,1,Κάρτα,4,4,48,Neutral,Children,XL,1
Αξεσουάρ,54.89,1,Κάρτα,7,3,15,Neutral,Adult,L,1
Μπουφάν,61.34,3,Αντικαταβολή,2,5,14,Neutral,Children,XL,1
Παντελόνι,49.16,2,Κάρτα,4,2,40,Men,Children,XL,1
Μπλούζα,50.67,0,PayPal,7,1,39,Neutral,Adult,L,0
Φόρεμα,58.88,2,PayPal,7,1,25,Women,Youth,M,1
Παντελόνι,44.39,1,Αντικαταβολή,4,3,13,Neutral,Youth,L,1
Παπούτσια,67.79,2,PayPal,3,4,11,Women,Children,S,1
Φόρεμα,77.42,2,Κάρτα,2,4,26,Men,Adult,M,1
Μπουφάν,31.48,4,Κάρτα,9,4,46,Women,Youth,XL,1
Παντελόνι,85.34,5,PayPal,3,2,30,Women,Youth,M,1
Μπουφάν,43.93,1,Αντικαταβολή,3,3,3,Women,Children,M,1
Μπουφάν,89.89,0,Κάρτα,5,3,29,Men,Children,S,0
Μπουφάν,44.2,1,Κάρτα,2,5,3,Neutral,Adult,M,1
Μπλούζα,64.15,4,PayPal,8,5,30,Neutral,Children,M,1
Μπουφάν,64.04,2,Αντικαταβολή,3,5,33,Men,Youth,M,1
Παπούτσια,42.25,1,Αντικαταβολή,6,5,3,Women,Youth,XL,1
Παπούτσια,51.45,1,PayPal,4,5,19,Neutral,Youth,M,1
Φόρεμα,78.8,4,Κάρτα,2,4,17,Men,Youth,L,1
Αξεσουάρ,43.56,2,PayPal,5,4,46,Neutral,Adult,M,1
Μπουφάν,41.65,1,PayPal,3,5,7,Men,Adult,S,1
Μπουφάν,26.93,2,PayPal,6,4,41,Women,Children,M,1
Παντελόνι,81.35,2,Κάρτα,4,3,1,Neutral,Children,M,1
Μπλούζα,40.38,5,Κάρτα,4,4,8,Men,Children,XL,1
Αξεσουάρ,74.0,3,PayPal,8,5,15,Neutral,Adult,L,1
Φόρεμα,37.97,4,Αντικαταβολή,9,5,21,Neutral,Youth,M,1
Αξεσουάρ,73.37,1,PayPal,6,3,11,Neutral,Children,L,1
Μπουφάν,66.13,2,Κάρτα,2,5,4,Neutral,Youth,S,1
Παντελόνι,45.43,2,Αντικαταβολή,4,5,38,Men,Children,XL,1
Μπλούζα,35.31,0,Αντικαταβολή,4,3,14,Women,Children,L,0
Φόρεμα,36.94,1,Κάρτα,4,5,44,Men,Children,XL,1
Αξεσουάρ,36.68,0,Κάρτα,9,5,7,Men,Children,M,0
Φόρεμα,71.3,3,PayPal,9,1,23,Men,Children,S,1
Μπουφάν,53.2,3,Κάρτα,7,5,18,Women,Youth,XL,1
Φόρεμα,27.7,1,Αντικαταβολή,3,3,36,Neutral,Children,M,1
Παντελόνι,44.96,0,PayPal,3,5,17,Neutral,Youth,L,0
Φόρεμα,47.38,1,PayPal,4,5,20,Neutral,Adult,S,1
Παπούτσια,7.22,2,Αντικαταβολή,5,4,48,Women,Children,S,1
Παντελόνι,46.07,1,Κάρτα,9,4,38,Neutral,Youth,L,1
Αξεσουάρ,64.46,0,PayPal,7,5,13,Women,Adult,L,0
Μπλούζα,47.25,2,Αντικαταβολή,4,5,14,Neutral,Adult,S,1
Μπλούζα,55.09,5,Αντικαταβολή,2,2,48,Neutral,Adult,XL,1
Μπουφάν,59.69,0,Αντικαταβολή,8,5,2,Men,Youth,S,0
Μπουφάν,43.15,2,Κάρτα,8,2,44,Women,Children,L,1
Παπούτσια,64.62,3,Κάρτα,7,3,10,Men,Children,XL,1
Αξεσουάρ,79.15,2,Κάρτα,5,5,2,Men,Youth,M,1
Μπλούζα,19.52,2,Κάρτα,9,5,29,Men,Children,S,1
Μπλούζα,43.1,2,Αντικαταβολή,2,5,5,Women,Youth,L,1
Μπλούζα,96.59,2,PayPal,9,1,5,Women,Children,M,1
Μπλούζα,53.41,3,Αντικαταβολή,9,2,30,Neutral,Adult,S,1
Φόρεμα,49.3,1,PayPal,6,5,21,Men,Children,S,1
Αξεσουάρ,44.84,6,PayPal,6,2,20,Neutral,Youth,XL,1
Παντελόνι,75.49,2,PayPal,3,2,37,Men,Youth,L,1
Παντελόνι,31.22,4,Κάρτα,7,5,37,Women,Adult,M,1
Παπούτσια,68.52,1,Αντικαταβολή,3,4,5,Women,Youth,S,1
Φόρεμα,44.46,2,PayPal,3,4,28,Women,Children,XL,1
Μπλούζα,35.0,1,Αντικαταβολή,9,3,45,Men,Children,M,1
Μπλούζα,45.38,2,Κάρτα,7,5,10,Women,Adult,M,1
Μπουφάν,49.07,1,PayPal,8,5,47,Men,Youth,S,1
Μπουφάν,40.05,7,Κάρτα,6,1,21,Neutral,Adult,M,1
Παπούτσια,72.26,2,Κάρτα,7,4,38,Men,Children,S,1
Μπλούζα,35.16,0,Αντικαταβολή,2,3,5,Neutral,Adult,XL,0
Παπούτσια,52.8,1,PayPal,5,5,29,Men,Youth,XL,1
Φόρεμα,60.75,4,Κάρτα,3,3,42,Neutral,Adult,M,1
Παντελόνι,52.59,3,Αντικαταβολή,8,5,24,Women,Youth,S,1
Μπλούζα,65.44,0,PayPal,6,4,35,Neutral,Youth,L,0
Αξεσουάρ,41.33,1,PayPal,3,4,0,Women,Children,XL,1
Φόρεμα,62.45,0,Κάρτα,8,5,21,Women,Children,S,0
Μπλούζα,63.04,3,Κάρτα,9,4,8,Neutral,Children,S,1
Αξεσουάρ,69.36,3,Κάρτα,4,5,44,Men,Youth,S,1
Μπουφάν,12.29,2,Κάρτα,5,4,7,Men,Adult,M,1
Παπούτσια,60.18,0,PayPal,2,3,33,Men,Youth,L,0
Μπουφάν,68.03,2,Κάρτα,3,4,15,Men,Children,M,1
Παντελόνι,41.77,3,Κάρτα,4,4,18,Men,Children,XL,1
Μπουφάν,39.04,1,Κάρτα,4,4,7,Women,Adult,M,1
Μπλούζα,35.97,3,PayPal,8,5,11,Men,Children,S,1
Αξεσουάρ,29.36,4,Αντικαταβολή,5,4,42,Women,Children,M,1
Μπουφάν,63.32,4,Αντικαταβολή,6,5,40,Women,Children,S,1
Μπλούζα,95.64,3,PayPal,6,4,30,Women,Adult,L,1
Παντελόνι,38.88,3,Αντικαταβολή,3,3,41,Neutral,Youth,M,1
Αξεσουάρ,40.67,1,PayPal,3,2,32,Neutral,Children,M,1
Μπουφάν,50.31,2,Κάρτα,6,5,18,Women,Adult,M,1
Παπούτσια,17.96,1,Αντικαταβολή,2,2,26,Neutral,Children,S,1
Παπούτσια,36.09,2,PayPal,2,2,23,Men,Adult,S,1
Αξεσουάρ,48.86,4,PayPal,4,2,48,Men,Children,M,1
Παπούτσια,32.12,0,Κάρτα,5,4,27,Women,Adult,M,0
Μπουφάν,73.95,2,PayPal,2,4,3,Men,Children,L,1
Μπουφάν,24.12,2,Αντικαταβολή,3,1,11,Women,Youth,L,1
Αξεσουάρ,68.02,3,Κάρτα,9,4,22,Women,Children,XL,1
Μπουφάν,79.37,1,PayPal,8,4,19,Men,Adult,L,1
Μπλούζα,57.63,1,Κάρτα,9,5,39,Neutral,Children,L,1
Παντελόνι,47.25,4,PayPal,2,5,27,Men,Youth,L,1
Παπούτσια,54.93,5,Αντικαταβολή,5,5,47,Men,Children,S,1
Μπλούζα,41.19,2,Αντικαταβολή,3,4,0,Women,Adult,L,1
Αξεσουάρ,9.28,1,Κάρτα,5,3,40,Women,Adult,L,1
Παπούτσια,30.41,2,PayPal,6,5,10,Women,Youth,M,1
Μπλούζα,49.78,3,Κάρτα,5,3,43,Women,Adult,S,1
Μπουφάν,31.19,2,Κάρτα,5,4,30,Neutral,Children,XL,1
Αξεσουάρ,41.74,4,Αντικαταβολή,5,5,40,Neutral,Children,XL,1
Αξεσουάρ,59.58,3,Κάρτα,3,5,37,Neutral,Children,L,1
Παπούτσια,52.9,3,PayPal,5,5,8,Women,Adult,XL,1
Μπουφάν,71.17,2,Αντικαταβολή,5,5,5,Women,Children,XL,1
Παπούτσια,55.88,4,PayPal,8,5,5,Women,Children,XL,1
Φόρεμα,57.06,4,Κάρτα,9,5,2,Neutral,Children,L,1
Μπλούζα,35.75,2,Αντικαταβολή,9,3,31,Women,Youth,XL,1
Φόρεμα,23.38,2,PayPal,8,5,34,Men,Adult,L,1
Μπλούζα,41.74,0,PayPal,7,5,15,Men,Adult,M,0
Παντελόνι,35.46,1,Κάρτα,7,3,1,Women,Adult,M,1
Αξεσουάρ,46.66,2,PayPal,8,4,35,Men,Youth,XL,1
Παπούτσια,28.68,1,Κάρτα,4,2,40,Men,Adult,M,1
Παντελόνι,66.85,4,Κάρτα,9,5,6,Neutral,Youth,L,1
Παντελόνι,35.38,0,Κάρτα,3,4,34,Women,Youth,M,0
Αξεσουάρ,42.72,2,Κάρτα,7,3,29,Women,Adult,XL,1
Αξεσουάρ,49.6,2,Αντικαταβολή,5,3,44,Neutral,Children,L,1
Μπλούζα,72.46,4,PayPal,2,5,45,Men,Children,S,1
Φόρεμα,85.17,1,PayPal,5,4,28,Men,Adult,L,1
Μπουφάν,86.55,4,Αντικαταβολή,2,4,40,Women,Adult,M,1
Μπλούζα,24.36,2,Κάρτα,9,4,0,Men,Youth,S,1
Μπουφάν,42.54,3,Κάρτα,8,2,43,Neutral,Adult,L,1
Παντελόνι,38.73,2,Κάρτα,9,2,0,Neutral,Youth,S,1
Μπουφάν,57.41,1,Κάρτα,8,4,40,Women,Adult,S,1
Φόρεμα,56.19,1,Αντικαταβολή,6,4,6,Neutral,Children,S,1
Μπλούζα,38.34,4,PayPal,6,4,2,Neutral,Children,L,1
Αξεσουάρ,36.76,2,Κάρτα,8,4,35,Women,Adult,M,1
Φόρεμα,30.05,1,Κάρτα,8,2,38,Neutral,Youth,L,1
Φόρεμα,-3.08,3,Κάρτα,3,5,30,Neutral,Children,M,1
Μπλούζα,24.04,3,PayPal,3,3,24,Neutral,Youth,L,1
Αξεσουάρ,67.34,0,PayPal,9,2,46,Men,Adult,L,0
Φόρεμα,79.29,5,Αντικαταβολή,8,3,23,Women,Adult,L,1
Αξεσουάρ,76.96,0,PayPal,6,2,0,Women,Children,M,0
Παπούτσια,68.18,5,PayPal,3,3,37,Women,Adult,L,1
Παπούτσια,29.76,1,Κάρτα,8,4,30,Men,Children,S,1
Παπούτσια,26.38,2,PayPal,2,5,36,Men,Youth,L,1
Μπουφάν,13.78,4,Κάρτα,2,3,10,Women,Children,S,1
Φόρεμα,38.34,1,Αντικαταβολή,4,4,48,Men,Children,XL,1
Μπλούζα,51.74,1,Κάρτα,9,5,2,Women,Youth,XL,1
Μπλούζα,29.84,2,Αντικαταβολή,3,3,11,Men,Children,M,1
Μπουφάν,58.62,5,PayPal,3,5,19,Neutral,Children,M,1
Μπλούζα,63.04,3,Αντικαταβολή,4,3,29,Neutral,Adult,XL,1
Παπούτσια,40.51,4,Κάρτα,5,3,9,Women,Youth,L,1
Φόρεμα,23.2,1,PayPal,2,4,38,Men,Children,L,1
Μπλούζα,77.62,1,PayPal,5,3,14,Men,Youth,L,1
Μπλούζα,50.7,6,Κάρτα,7,5,20,Neutral,Youth,XL,1
Παντελόνι,88.82,1,PayPal,4,2,17,Neutral,Children,S,1
Παντελόνι,51.85,1,Κάρτα,7,4,31,Men,Adult,M,1
Παντελόνι,53.24,2,Αντικαταβολή,8,4,18,Men,Youth,S,1
Φόρεμα,30.71,2,Αντικαταβολή,9,2,29,Men,Children,XL,1
Παπούτσια,41.53,2,PayPal,7,5,32,Men,Youth,S,1
Αξεσουάρ,18.82,1,Κάρτα,9,4,21,Men,Adult,L,1
Παπούτσια,23.13,6,Κάρτα,3,5,44,Men,Adult,L,1
Παπούτσια,64.82,2,Αντικαταβολή,5,5,28,Women,Adult,S,1
Φόρεμα,44.35,1,Κάρτα,3,3,23,Men,Children,XL,1
Φόρεμα,41.55,1,PayPal,8,4,3,Neutral,Children,S,1
Παντελόνι,35.19,4,PayPal,9,3,49,Women,Adult,L,1
Μπλούζα,42.29,2,Αντικαταβολή,9,3,11,Men,Children,L,1
Μπουφάν,72.66,1,Κάρτα,4,1,35,Neutral,Adult,XL,1
Μπουφάν,52.88,0,PayPal,6,5,3,Women,Children,S,0
Αξεσουάρ,26.4,1,PayPal,3,4,4,Neutral,Adult,L,1
Μπλούζα,70.61,1,PayPal,7,1,18,Men,Youth,L,1
Αξεσουάρ,84.5,2,Κάρτα,8,1,40,Men,Adult,S,1
Παντελόνι,59.89,4,Αντικαταβολή,7,3,38,Men,Adult,S,1
Αξεσουάρ,67.83,1,Αντικαταβολή,5,1,30,Men,Children,M,1
Μπλούζα,74.42,3,PayPal,5,4,6,Women,Children,XL,1
Μπλούζα,16.87,2,Αντικαταβολή,4,2,11,Women,Children,XL,1
Μπουφάν,87.29,2,PayPal,5,1,9,Neutral,Children,S,1
Παντελόνι,71.98,4,PayPal,2,5,28,Men,Children,XL,1
Φόρεμα,59.78,1,Κάρτα,3,5,20,Neutral,Children,L,1
Αξεσουάρ,47.49,1,PayPal,8,4,12,Women,Youth,S,1
Μπουφάν,23.26,2,PayPal,8,5,22,Men,Adult,S,1
Αξεσουάρ,43.37,2,Κάρτα,7,1,5,Men,Adult,S,1
Αξεσουάρ,58.97,3,Κάρτα,2,5,30,Women,Adult,M,1
Φόρεμα,27.91,1,Αντικαταβολή,4,2,8,Women,Youth,XL,1
Παντελόνι,48.61,3,Κάρτα,7,5,23,Women,Adult,M,1
Μπλούζα,26.33,1,PayPal,2,5,15,Women,Youth,L,1
Παπούτσια,42.31,1,Κάρτα,8,5,10,Women,Youth,XL,1
Αξεσουάρ,22.95,3,Κάρτα,2,5,35,Men,Youth,M,1
Παπούτσια,20.84,2,Αντικαταβολή,8,4,0,Women,Adult,S,1
Παντελόνι,56.8,5,Κάρτα,7,3,20,Men,Youth,M,1
Παπούτσια,38.4,0,PayPal,3,4,43,Men,Adult,S,0
Αξεσουάρ,40.28,6,PayPal,3,4,35,Women,Adult,M,1
Φόρεμα,37.33,1,PayPal,6,1,36,Women,Children,M,1
Παπούτσια,104.46,2,Κάρτα,9,4,5,Men,Children,M,1
Παντελόνι,62.15,4,Κάρτα,2,5,13,Women,Youth,S,1
Παντελόνι,64.29,3,PayPal,3,1,28,Women,Youth,M,1
Φόρεμα,34.49,3,Κάρτα,8,4,0,Women,Adult,XL,1
Παπούτσια,60.1,1,Αντικαταβολή,9,5,7,Neutral,Youth,XL,1
Παπούτσια,45.45,2,Αντικαταβολή,2,3,46,Men,Youth,XL,1
Μπλούζα,34.33,4,Αντικαταβολή,2,4,43,Neutral,Adult,S,1
Μπουφάν,88.58,0,Αντικαταβολή,4,5,18,Women,Youth,S,0
Παντελόνι,61.46,2,PayPal,4,5,22,Neutral,Youth,XL,1
Μπλούζα,60.45,2,Κάρτα,7,4,38,Women,Adult,XL,1
Παντελόνι,30.57,1,Αντικαταβολή,2,3,40,Neutral,Adult,XL,1
Μπλούζα,24.6,1,PayPal,4,2,10,Women,Children,L,1
Μπουφάν,48.85,4,Αντικαταβολή,8,1,26,Neutral,Adult,XL,1
Μπλούζα,38.53,3,Κάρτα,9,3,39,Neutral,Children,M,1
Παντελόνι,62.25,4,Αντικαταβολή,7,5,35,Neutral,Youth,L,1
Παπούτσια,63.59,2,Αντικαταβολή,3,5,41,Men,Adult,L,1
Παντελόνι,51.31,3,Αντικαταβολή,2,5,19,Neutral,Adult,S,1
Αξεσουάρ,66.55,2,Αντικαταβολή,4,4,41,Men,Adult,M,1
Φόρεμα,53.87,3,Κάρτα,3,2,7,Women,Youth,S,1
Φόρεμα,32.57,3,PayPal,2,4,45,Neutral,Children,S,1
Αξεσουάρ,46.03,0,Αντικαταβολή,7,4,35,Women,Youth,M,0
Φόρεμα,52.71,1,PayPal,2,4,25,Women,Youth,S,1
Φόρεμα,68.58,3,Κάρτα,4,5,34,Neutral,Adult,M,1
Μπουφάν,54.5,2,Κάρτα,3,5,2,Men,Children,M,1
Παπούτσια,38.57,1,Αντικαταβολή,2,5,3,Neutral,Youth,S,1
Παπούτσια,69.32,1,PayPal,2,4,43,Women,Adult,XL,1
Παντελόνι,57.62,1,Αντικαταβολή,8,5,28,Women,Youth,S,1
Αξεσουάρ,80.91,2,Κάρτα,7,1,49,Neutral,Youth,L,1
Μπλούζα,51.75,3,Αντικαταβολή,6,5,27,Men,Adult,S,1
Παντελόνι,29.25,1,Αντικαταβολή,2,3,18,Men,Adult,M,1
Παντελόνι,73.54,0,PayPal,6,3,42,Women,Children,L,0
Παντελόνι,38.46,1,Κάρτα,6,2,27,Women,Youth,M,1
Παντελόνι,55.91,1,Αντικαταβολή,3,3,17,Men,Adult,XL,1
Παπούτσια,53.71,1,Αντικαταβολή,5,5,13,Neutral,Adult,XL,1
Μπλούζα,50.91,2,Αντικαταβολή,7,4,42,Women,Children,L,1
Παντελόνι,46.6,1,PayPal,6,5,13,Men,Children,XL,1
Παπούτσια,16.96,3,Κάρτα,3,3,28,Women,Adult,XL,1
Παντελόνι,29.96,0,Αντικαταβολή,7,3,2,Neutral,Children,S,0
Φόρεμα,72.44,7,Αντικαταβολή,8,4,33,Men,Adult,S,1
Παντελόνι,58.58,2,Αντικαταβολή,4,3,8,Women,Youth,XL,1
Αξεσουάρ,88.19,1,Κάρτα,6,4,39,Neutral,Children,XL,1
Αξεσουάρ,29.25,3,PayPal,5,4,4,Women,Youth,S,1
Παντελόνι,49.39,1,PayPal,4,5,28,Neutral,Youth,XL,1
Μπουφάν,73.26,2,Αντικαταβολή,7,4,40,Neutral,Youth,XL,1
